id,lon,lat,Panorama_ID,route_1,route_1_seq,route_2,route_2_seq,route_3,route_3_seq,INDEX_THERMAL,INDEX_BUILT ENVIRONMENT,INDEX_FAMILIARITY,INDEX_PROXIMITY,thermal_comfort,greenery_rate,seg_sky,shading_area,human_scale,Street furniture,seg_sidewalk,CCTV coverage,Lighting,Maintenance & cleanliness,Presence of other people,Street vendors seating,Shops,Street vendors,dist_to_city_hall,dist_to_bank,dist_to_healthcare,dist_to_education,dist_to_police,dist_to_hospital,Traffic_low_evening,Traffic_high_evening,Traffic_low_morning,Traffic_high_morning,DIST_EMERGENCY,DIST_CAREGIVING,DIST_BUREAROCRATIC
306,106.7459609,-6.1650745,street_view_collage_306,,,,,,,0.32,0.23,0.36,0.68,0.32,0.31,0.46,0.54,0.27,0.0,0.34,0.0,0.14,0.0,0.4,0.2,0.2,0.17,0.96,0.44,1.0,0.85,0.57,0.3,1.0,0.0,1.0,0.0,0.43,0.92,0.7
307,106.7353274,-6.1611483,street_view_collage_307,,,,,,,0.45,0.31,0.27,0.52,0.45,0.44,0.42,0.58,0.42,0.0,0.13,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.81,0.39,0.86,0.6,0.21,0.25,1.0,0.0,1.0,0.0,0.23,0.73,0.6
308,106.7407413,-6.1638989,street_view_collage_308,,,route_2,23.0,,,0.63,0.31,0.31,0.64,0.63,0.63,0.15,0.85,0.67,0.0,0.03,0.0,0.0,0.5,0.15,0.0,0.0,0.0,0.95,0.83,0.6,0.7,0.43,0.32,1.0,0.0,1.0,0.0,0.38,0.65,0.89
309,106.7394441,-6.161863,street_view_collage_309,,,,,route_3,13.0,0.33,0.25,0.27,0.65,0.33,0.29,0.65,0.43,0.32,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.98,0.83,0.69,0.81,0.34,0.26,1.0,0.0,1.0,0.0,0.3,0.75,0.9
31,106.7395882,-6.1755237,street_view_collage_31,,,,,,,0.26,0.25,0.28,0.53,0.26,0.46,0.55,0.29,0.45,0.0,0.02,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.58,0.12,0.33,0.84,0.61,0.7,1.0,0.0,1.0,0.0,0.66,0.58,0.35
310,106.7442435,-6.1626912,street_view_collage_310,,,route_2,34.0,,,0.5,0.23,0.26,0.7,0.5,0.09,0.53,0.67,0.17,0.0,0.07,0.0,0.0,0.5,0.1,0.0,0.1,0.0,0.95,0.7,0.97,0.87,0.46,0.25,1.0,0.0,1.0,0.0,0.36,0.92,0.82
311,106.7531562,-6.1881017,street_view_collage_311,,,,,,,0.72,0.39,0.32,0.67,0.72,0.87,0.05,0.93,0.88,0.17,0.07,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.49,0.78,0.64,0.73,0.6,0.81,1.0,0.0,1.0,0.0,0.7,0.68,0.64
312,106.7382276,-6.1890296,street_view_collage_312,,,,,,,0.42,0.33,0.29,0.74,0.42,0.47,0.15,0.72,0.46,0.17,0.04,0.5,0.0,0.5,0.15,0.0,0.0,0.0,0.66,0.79,0.92,0.29,0.83,0.94,0.5,0.5,1.0,0.0,0.88,0.6,0.73
313,106.7333806,-6.1838117,street_view_collage_313,,,,,,,0.31,0.37,0.27,0.59,0.31,0.28,0.56,0.73,0.44,0.0,0.18,0.0,0.14,1.0,0.0,0.0,0.0,0.0,0.58,0.63,0.19,0.58,0.59,0.97,1.0,0.0,1.0,0.0,0.78,0.38,0.6
314,106.7402788,-6.1783784,street_view_collage_314,,,,,,,0.64,0.36,0.29,0.53,0.64,0.58,0.34,0.74,0.64,0.0,0.16,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.6,0.18,0.18,0.81,0.62,0.77,1.0,0.0,1.0,0.0,0.7,0.5,0.39
315,106.7490824,-6.1842738,street_view_collage_315,,,,,,,0.4,0.41,0.32,0.67,0.4,0.63,0.33,0.67,0.63,0.17,0.24,0.0,0.0,1.0,0.1,0.0,0.0,0.17,0.7,0.65,0.67,0.63,0.69,0.67,1.0,0.0,1.0,0.0,0.68,0.65,0.68
316,106.7372351,-6.1605144,street_view_collage_316,,,,,,,0.38,0.32,0.26,0.63,0.38,0.22,0.64,0.44,0.26,0.5,0.03,0.0,0.29,0.5,0.0,0.0,0.1,0.0,0.93,0.57,0.94,0.85,0.24,0.23,1.0,0.0,1.0,0.0,0.24,0.9,0.75
317,106.7434959,-6.1700835,street_view_collage_317,,,,,,,0.85,0.48,0.32,0.45,0.85,0.79,0.1,0.89,0.87,0.0,0.39,0.0,0.29,1.0,0.0,0.0,0.0,0.0,0.22,0.5,0.43,0.37,0.68,0.48,1.0,0.0,1.0,0.0,0.58,0.4,0.36
318,106.7518462,-6.1751859,street_view_collage_318,,,,,,,0.51,0.41,0.31,0.6,0.51,0.78,0.37,0.69,0.83,0.33,0.03,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.26,0.61,0.57,0.68,0.92,0.57,1.0,0.0,1.0,0.0,0.74,0.62,0.44
319,106.7426627,-6.1778032,street_view_collage_319,,,,,,,0.46,0.29,0.36,0.59,0.46,0.38,0.49,0.53,0.38,0.0,0.0,0.0,0.29,0.5,0.2,0.0,0.2,0.5,0.82,0.44,0.2,0.64,0.72,0.71,1.0,0.0,1.0,0.0,0.72,0.42,0.63
32,106.7435,-6.167431,street_view_collage_32,,,,,,,0.77,0.38,0.33,0.54,0.77,0.83,0.16,0.78,0.79,0.0,0.34,0.0,0.0,0.5,0.1,0.0,0.1,0.0,0.5,0.42,0.66,0.64,0.6,0.4,1.0,0.0,1.0,0.0,0.5,0.65,0.46
320,106.7534366,-6.1898701,street_view_collage_320,,,,,,,0.42,0.34,0.3,0.61,0.42,0.69,0.22,0.64,0.7,0.0,0.15,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.29,0.92,0.45,0.61,0.59,0.82,1.0,0.0,1.0,0.0,0.7,0.53,0.6
321,106.7500993,-6.1885111,street_view_collage_321,,,,,,,0.3,0.36,0.28,0.63,0.3,0.47,0.59,0.34,0.4,0.17,0.52,0.0,0.29,0.5,0.1,0.0,0.0,0.0,0.25,0.8,0.55,0.72,0.72,0.71,1.0,0.0,1.0,0.0,0.72,0.64,0.52
322,106.7392266,-6.1799796,street_view_collage_322,,,,,,,0.56,0.42,0.31,0.5,0.56,0.59,0.45,0.59,0.7,0.0,0.34,0.0,0.57,0.5,0.1,0.0,0.0,0.0,0.46,0.21,0.19,0.67,0.62,0.84,1.0,0.0,1.0,0.0,0.73,0.43,0.34
323,106.7472982,-6.1818654,street_view_collage_323,,,,,,,0.8,0.4,0.3,0.67,0.8,0.78,0.06,0.8,0.74,0.0,0.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.87,0.46,0.4,0.88,0.75,0.66,1.0,0.0,1.0,0.0,0.7,0.64,0.66
324,106.7332155,-6.1793997,street_view_collage_324,,,,,,,0.11,0.38,0.29,0.64,0.11,0.58,0.55,0.31,0.58,0.0,0.07,0.0,0.29,1.0,0.0,0.0,0.0,0.0,0.71,0.51,0.56,0.77,0.48,0.84,1.0,0.0,1.0,0.0,0.66,0.66,0.61
325,106.7471813,-6.1815137,street_view_collage_325,,,,,,,0.21,0.19,0.28,0.67,0.21,0.42,0.5,0.29,0.33,0.0,0.01,0.0,0.14,0.0,0.1,0.0,0.1,0.0,0.83,0.5,0.37,0.92,0.76,0.66,1.0,0.0,1.0,0.0,0.71,0.64,0.66
326,106.7493018,-6.1701878,street_view_collage_326,,,route_2,39.0,route_3,26.0,0.2,0.32,0.49,0.61,0.2,0.45,0.41,0.52,0.42,0.33,0.13,0.0,0.14,0.5,0.75,0.4,0.3,0.5,0.2,0.73,0.72,0.82,0.79,0.39,1.0,0.0,1.0,0.0,0.59,0.77,0.46
327,106.7486255,-6.1719339,street_view_collage_327,,,,,,,0.45,0.27,0.27,0.71,0.45,0.39,0.78,0.18,0.42,0.0,0.0,0.0,0.14,0.5,0.05,0.0,0.0,0.0,0.37,0.92,0.92,0.76,0.85,0.43,0.5,0.5,1.0,0.0,0.64,0.84,0.64
328,106.7490801,-6.1657037,street_view_collage_328,,,route_2,37.0,route_3,24.0,0.42,0.2,0.37,0.57,0.42,0.43,0.03,0.83,0.44,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.1,0.5,0.62,0.3,0.73,0.88,0.62,0.26,1.0,0.0,1.0,0.0,0.44,0.8,0.46
329,106.7371649,-6.1658564,street_view_collage_329,,,route_2,12.0,,,0.45,0.25,0.26,0.57,0.45,0.19,0.55,0.69,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.74,0.44,0.6,0.84,0.39,0.4,1.0,0.0,1.0,0.0,0.4,0.72,0.59
33,106.7566367,-6.1606537,street_view_collage_33,,,,,,,0.28,0.24,0.41,0.75,0.28,0.21,0.8,0.33,0.16,0.17,0.03,0.0,0.0,0.5,0.5,0.4,0.3,0.33,0.87,0.88,0.88,0.83,0.83,0.18,1.0,0.0,1.0,0.0,0.5,0.86,0.88
330,106.7441128,-6.1687539,street_view_collage_330,,,,,,,0.04,0.13,0.27,0.52,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.47,0.58,0.58,0.66,0.43,1.0,0.0,1.0,0.0,0.55,0.58,0.44
331,106.7464363,-6.1886473,street_view_collage_331,,,,,,,0.39,0.36,0.28,0.53,0.39,0.46,0.73,0.4,0.4,0.17,0.12,0.0,0.43,0.5,0.1,0.0,0.0,0.0,0.09,0.8,0.26,0.49,0.86,0.7,1.0,0.0,1.0,0.0,0.78,0.38,0.44
332,106.75384,-6.1585456,street_view_collage_332,,,,,,,0.5,0.19,0.4,0.68,0.5,0.1,0.27,0.68,0.16,0.33,0.18,0.0,0.0,0.0,0.5,0.4,0.2,0.33,0.8,0.76,0.79,0.75,0.86,0.09,1.0,0.0,1.0,0.0,0.48,0.77,0.78
333,106.7481468,-6.1688395,street_view_collage_333,,,,,,,0.53,0.33,0.26,0.6,0.53,0.27,0.3,0.68,0.28,0.17,0.62,0.0,0.14,0.5,0.1,0.0,0.0,0.0,0.44,0.64,0.59,0.83,0.73,0.37,1.0,0.0,1.0,0.0,0.55,0.71,0.54
334,106.7434857,-6.1696818,street_view_collage_334,,,,,,,0.04,0.13,0.27,0.46,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.48,0.47,0.41,0.67,0.47,1.0,0.0,1.0,0.0,0.57,0.44,0.38
335,106.7423795,-6.1724824,street_view_collage_335,,,,,,,0.38,0.32,0.28,0.5,0.38,0.46,0.55,0.37,0.43,0.17,0.1,0.0,0.29,0.5,0.0,0.0,0.1,0.0,0.26,0.45,0.37,0.62,0.69,0.57,1.0,0.0,1.0,0.0,0.63,0.5,0.36
336,106.7460008,-6.1723888,street_view_collage_336,,,,,,,0.77,0.39,0.31,0.66,0.77,0.83,0.06,0.86,0.76,0.17,0.03,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.5,0.83,0.75,0.58,0.81,0.5,1.0,0.0,1.0,0.0,0.66,0.66,0.66
337,106.7354524,-6.1688044,street_view_collage_337,,,,,,,0.23,0.25,0.29,0.54,0.23,0.24,0.65,0.43,0.22,0.0,0.19,0.0,0.0,0.5,0.1,0.0,0.1,0.17,0.82,0.1,0.53,0.92,0.39,0.5,1.0,0.0,1.0,0.0,0.44,0.73,0.46
338,106.7337601,-6.1838183,street_view_collage_338,,,,,,,0.31,0.22,0.26,0.6,0.31,0.26,0.56,0.63,0.37,0.0,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.6,0.65,0.22,0.55,0.6,0.98,1.0,0.0,1.0,0.0,0.79,0.38,0.62
339,106.7347802,-6.166342,street_view_collage_339,,,route_2,6.0,,,0.39,0.17,0.44,0.58,0.39,0.04,0.44,0.65,0.09,0.33,0.01,0.0,0.0,0.0,0.3,0.4,0.8,0.33,0.84,0.21,0.79,0.92,0.32,0.42,1.0,0.0,1.0,0.0,0.37,0.86,0.52
34,106.733634,-6.173711,street_view_collage_34,route_1,9.0,,,,,0.47,0.2,0.43,0.67,0.47,0.11,0.66,0.64,0.15,0.0,0.24,0.0,0.0,0.0,0.4,0.4,0.4,0.5,0.79,0.44,0.84,0.91,0.38,0.66,1.0,0.0,1.0,0.0,0.52,0.88,0.62
340,106.7458199,-6.1705302,street_view_collage_340,,,,,,,0.46,0.38,0.38,0.59,0.46,0.47,0.64,0.47,0.49,0.0,0.01,0.0,0.86,0.5,0.15,0.0,0.8,0.0,0.26,0.73,0.64,0.67,0.75,0.46,1.0,0.0,1.0,0.0,0.6,0.66,0.5
341,106.7504834,-6.1781678,street_view_collage_341,,,,,,,0.18,0.29,0.26,0.61,0.18,0.27,0.55,0.61,0.35,0.0,0.21,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.38,0.72,0.4,0.66,0.9,0.61,1.0,0.0,1.0,0.0,0.76,0.53,0.55
342,106.7465514,-6.1835241,street_view_collage_342,,,,,,,0.74,0.43,0.3,0.59,0.74,0.79,0.3,0.76,0.72,0.0,0.04,0.0,0.29,1.0,0.0,0.0,0.0,0.0,0.72,0.38,0.39,0.61,0.74,0.7,1.0,0.0,1.0,0.0,0.72,0.5,0.55
343,106.7499557,-6.1875175,street_view_collage_343,,,,,,,0.59,0.34,0.3,0.66,0.59,0.58,0.11,0.82,0.63,0.0,0.11,0.0,0.29,0.5,0.05,0.0,0.0,0.0,0.37,0.7,0.62,0.86,0.71,0.71,1.0,0.0,1.0,0.0,0.71,0.74,0.53
344,106.7567172,-6.1602702,street_view_collage_344,,,,,,,0.36,0.24,0.34,0.76,0.36,0.17,0.61,0.48,0.17,0.0,0.25,0.0,0.0,0.5,0.15,0.4,0.2,0.17,0.91,0.87,0.92,0.84,0.85,0.17,1.0,0.0,1.0,0.0,0.51,0.88,0.89
345,106.7335502,-6.1637901,street_view_collage_345,,,,,,,0.7,0.2,0.36,0.54,0.7,0.33,0.28,0.8,0.34,0.0,0.02,0.0,0.0,0.0,0.15,0.0,0.4,0.33,0.67,0.26,0.9,0.84,0.23,0.33,0.5,0.5,1.0,0.0,0.28,0.87,0.46
346,106.7446587,-6.1729042,street_view_collage_346,,,,,,,0.64,0.33,0.36,0.65,0.64,0.61,0.41,0.65,0.61,0.0,0.08,0.0,0.14,0.5,0.1,0.2,0.0,0.33,0.51,0.69,0.61,0.75,0.78,0.54,1.0,0.0,1.0,0.0,0.66,0.68,0.6
347,106.7425264,-6.177804,street_view_collage_347,,,,,,,0.63,0.29,0.37,0.59,0.63,0.49,0.47,0.69,0.52,0.17,0.0,0.0,0.29,0.0,0.0,0.4,0.1,0.33,0.81,0.42,0.19,0.66,0.71,0.71,1.0,0.0,1.0,0.0,0.71,0.43,0.62
348,106.732258,-6.1584455,street_view_collage_348,,,,,,,0.5,0.27,0.3,0.42,0.5,0.17,0.66,0.58,0.16,0.0,0.04,0.0,0.29,0.5,0.25,0.0,0.3,0.0,0.69,0.14,0.77,0.66,0.06,0.16,1.0,0.0,1.0,0.0,0.11,0.72,0.42
349,106.7514927,-6.1620752,street_view_collage_349,,,,,,,0.0,0.32,0.47,0.58,0.0,0.1,0.64,0.49,0.12,0.0,0.35,0.0,0.71,0.5,0.6,0.0,0.8,0.67,0.63,0.59,0.6,0.79,0.7,0.18,1.0,0.0,1.0,0.0,0.44,0.7,0.61
35,106.7528561,-6.187615,street_view_collage_35,,,,,,,0.45,0.33,0.29,0.69,0.45,0.6,0.24,0.53,0.61,0.17,0.03,0.0,0.29,0.5,0.0,0.0,0.0,0.0,0.52,0.8,0.7,0.69,0.61,0.8,1.0,0.0,1.0,0.0,0.7,0.7,0.66
350,106.7471109,-6.1845665,street_view_collage_350,,,,,,,0.75,0.41,0.29,0.58,0.75,0.46,0.65,0.66,0.53,0.0,0.13,0.0,0.29,1.0,0.05,0.0,0.0,0.0,0.65,0.45,0.46,0.48,0.75,0.69,1.0,0.0,1.0,0.0,0.72,0.47,0.55
351,106.7503794,-6.1819947,street_view_collage_351,,,,,,,0.82,0.49,0.31,0.68,0.82,0.79,0.19,0.83,0.77,0.33,0.03,0.0,0.43,1.0,0.0,0.0,0.0,0.0,0.74,0.63,0.65,0.62,0.76,0.68,1.0,0.0,1.0,0.0,0.72,0.64,0.68
352,106.7399759,-6.1606527,street_view_collage_352,,,,,,,0.5,0.24,0.31,0.59,0.5,0.52,0.27,0.77,0.46,0.0,0.11,0.0,0.0,0.0,0.15,0.0,0.0,0.17,0.82,0.82,0.66,0.71,0.33,0.22,1.0,0.0,1.0,0.0,0.28,0.68,0.82
353,106.7427033,-6.1695067,street_view_collage_353,,,,,,,0.04,0.13,0.27,0.46,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.4,0.44,0.48,0.64,0.48,1.0,0.0,1.0,0.0,0.56,0.46,0.36
354,106.7398222,-6.181966,street_view_collage_354,,,,,,,0.51,0.42,0.32,0.56,0.51,0.65,0.6,0.45,0.75,0.0,0.08,0.0,0.29,1.0,0.1,0.0,0.0,0.0,0.53,0.36,0.26,0.67,0.7,0.87,1.0,0.0,1.0,0.0,0.78,0.46,0.44
355,106.7546479,-6.1613568,street_view_collage_355,,,,,,,0.39,0.17,0.25,0.72,0.39,0.17,0.51,0.56,0.24,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.88,0.91,0.69,0.87,0.79,0.19,1.0,0.0,1.0,0.0,0.49,0.78,0.9
356,106.7476416,-6.1733868,street_view_collage_356,,,,,,,0.53,0.3,0.27,0.77,0.53,0.47,0.46,0.53,0.41,0.0,0.17,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.61,0.92,0.9,0.85,0.88,0.49,1.0,0.0,1.0,0.0,0.68,0.88,0.76
357,106.7506609,-6.1894969,street_view_collage_357,,,,,,,0.48,0.32,0.26,0.59,0.48,0.25,0.38,0.76,0.36,0.0,0.02,0.5,0.14,0.5,0.0,0.0,0.0,0.0,0.13,0.9,0.48,0.57,0.7,0.73,1.0,0.0,1.0,0.0,0.72,0.52,0.52
358,106.741741,-6.1649042,street_view_collage_358,,,,,,,0.48,0.47,0.3,0.64,0.48,0.61,0.22,0.76,0.61,0.0,0.21,0.5,0.29,1.0,0.05,0.0,0.0,0.0,0.86,0.72,0.62,0.83,0.48,0.34,1.0,0.0,1.0,0.0,0.41,0.72,0.79
359,106.7315551,-6.1625803,street_view_collage_359,,,,,,,0.39,0.14,0.25,0.56,0.39,0.06,0.19,0.57,0.08,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,0.44,0.7,0.86,0.14,0.29,1.0,0.0,1.0,0.0,0.22,0.78,0.67
36,106.7400158,-6.1732777,street_view_collage_36,,,,,,,0.52,0.28,0.28,0.44,0.52,0.58,0.19,0.71,0.54,0.0,0.03,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.38,0.2,0.25,0.54,0.62,0.62,1.0,0.0,1.0,0.0,0.62,0.4,0.29
360,106.7562048,-6.1605641,street_view_collage_360,,,,,,,0.61,0.33,0.36,0.76,0.61,0.36,0.76,0.61,0.39,0.0,0.02,0.0,0.29,0.5,0.2,0.0,0.5,0.17,0.9,0.92,0.86,0.89,0.84,0.17,1.0,0.0,1.0,0.0,0.5,0.88,0.91
361,106.7457168,-6.1754851,street_view_collage_361,,,,,,,0.49,0.32,0.29,0.74,0.49,0.6,0.3,0.61,0.57,0.0,0.12,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.88,0.75,0.6,0.78,0.85,0.59,1.0,0.0,1.0,0.0,0.72,0.69,0.82
362,106.7484687,-6.1667716,street_view_collage_362,,,,,,,0.59,0.31,0.38,0.6,0.59,0.58,0.14,0.81,0.54,0.17,0.05,0.0,0.0,0.5,0.15,0.4,0.2,0.17,0.64,0.42,0.69,0.89,0.66,0.3,1.0,0.0,1.0,0.0,0.48,0.79,0.53
363,106.7391856,-6.1829284,street_view_collage_363,,,,,,,0.59,0.32,0.3,0.61,0.59,0.59,0.23,0.74,0.57,0.0,0.09,0.0,0.14,0.5,0.1,0.0,0.0,0.0,0.69,0.48,0.36,0.5,0.72,0.91,1.0,0.0,1.0,0.0,0.82,0.43,0.58
364,106.7531838,-6.1820658,street_view_collage_364,,,,,,,0.79,0.17,0.28,0.69,0.79,0.24,0.1,0.88,0.3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.74,0.71,0.47,0.73,0.76,1.0,0.0,1.0,0.0,0.74,0.59,0.74
365,106.7395216,-6.1741766,street_view_collage_365,,,,,,,0.61,0.4,0.29,0.48,0.61,0.5,0.63,0.43,0.54,0.0,0.02,0.0,1.0,0.5,0.1,0.0,0.0,0.0,0.51,0.13,0.32,0.69,0.6,0.66,1.0,0.0,1.0,0.0,0.63,0.5,0.32
366,106.7485737,-6.1779085,street_view_collage_366,,,,,,,0.04,0.13,0.27,0.73,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.87,0.46,0.94,0.91,0.56,1.0,0.0,1.0,0.0,0.74,0.7,0.74
367,106.7497014,-6.1770836,street_view_collage_367,,,,,,,0.04,0.13,0.27,0.7,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.84,0.53,0.76,0.95,0.57,1.0,0.0,1.0,0.0,0.76,0.64,0.69
368,106.7344795,-6.1815161,street_view_collage_368,,,,,,,0.38,0.2,0.35,0.63,0.38,0.16,0.41,0.59,0.15,0.17,0.22,0.0,0.14,0.0,0.2,0.0,0.6,0.17,0.93,0.44,0.33,0.63,0.57,0.92,1.0,0.0,1.0,0.0,0.74,0.48,0.68
369,106.7537917,-6.1813969,street_view_collage_369,,,,,,,0.04,0.13,0.27,0.66,0.04,0.47,0.27,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.66,0.62,0.48,0.74,0.76,1.0,0.0,1.0,0.0,0.75,0.55,0.67
37,106.7341002,-6.1683933,street_view_collage_37,,,,,,,0.36,0.26,0.43,0.55,0.36,0.1,0.49,0.66,0.14,0.0,0.04,0.0,0.43,0.5,0.4,0.4,0.4,0.5,0.87,0.1,0.62,0.86,0.34,0.49,0.5,0.5,1.0,0.0,0.42,0.74,0.48
370,106.7481383,-6.1681648,street_view_collage_370,,,,,,,0.47,0.36,0.26,0.59,0.47,0.05,0.33,0.63,0.12,0.33,0.0,0.5,0.29,1.0,0.2,0.0,0.0,0.0,0.52,0.57,0.61,0.78,0.71,0.35,1.0,0.0,1.0,0.0,0.53,0.7,0.54
371,106.7361905,-6.1618674,street_view_collage_371,,,,,,,0.4,0.25,0.25,0.58,0.4,0.26,0.41,0.56,0.27,0.0,0.08,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.82,0.49,0.87,0.77,0.26,0.27,1.0,0.0,1.0,0.0,0.26,0.82,0.66
372,106.7379631,-6.1636339,street_view_collage_372,,,,,,,0.36,0.37,0.25,0.62,0.36,0.16,0.64,0.62,0.22,0.0,0.73,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.84,0.64,0.66,0.88,0.35,0.33,1.0,0.0,1.0,0.0,0.34,0.77,0.74
373,106.7413063,-6.164224,street_view_collage_373,,,,,,,0.32,0.2,0.33,0.65,0.32,0.24,0.72,0.39,0.23,0.17,0.05,0.0,0.0,0.0,0.15,0.2,0.2,0.17,0.97,0.8,0.63,0.75,0.45,0.33,1.0,0.0,1.0,0.0,0.39,0.69,0.88
374,106.7431866,-6.1643643,street_view_collage_374,,,,,,,0.22,0.2,0.26,0.62,0.22,0.11,0.64,0.54,0.11,0.0,0.1,0.0,0.29,0.0,0.05,0.0,0.2,0.0,0.71,0.71,0.76,0.71,0.5,0.31,1.0,0.0,1.0,0.0,0.4,0.74,0.71
375,106.7313504,-6.1609274,street_view_collage_375,,,,,,,0.14,0.17,0.42,0.47,0.14,0.05,0.81,0.4,0.02,0.0,0.26,0.0,0.0,0.0,0.2,0.2,0.7,0.67,0.9,0.38,0.54,0.69,0.09,0.23,1.0,0.0,0.5,0.5,0.16,0.62,0.64
376,106.7538099,-6.1890179,street_view_collage_376,,,,,,,0.58,0.33,0.31,0.66,0.58,0.67,0.46,0.57,0.71,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.42,0.88,0.53,0.75,0.57,0.83,1.0,0.0,1.0,0.0,0.7,0.64,0.65
377,106.7381937,-6.1631891,street_view_collage_377,,,,,,,0.34,0.28,0.3,0.62,0.34,0.17,0.45,0.55,0.17,0.0,0.37,0.0,0.29,0.5,0.15,0.0,0.2,0.17,0.79,0.68,0.69,0.9,0.35,0.31,1.0,0.0,1.0,0.0,0.33,0.8,0.74
378,106.7394181,-6.1741821,street_view_collage_378,,,,,,,0.39,0.35,0.26,0.49,0.39,0.41,0.52,0.35,0.37,0.0,0.1,0.0,0.43,1.0,0.0,0.0,0.0,0.0,0.52,0.12,0.33,0.69,0.6,0.66,1.0,0.0,1.0,0.0,0.63,0.51,0.32
379,106.7342739,-6.1783172,street_view_collage_379,,,,,,,0.42,0.23,0.39,0.65,0.42,0.07,0.69,0.57,0.09,0.0,0.16,0.0,0.0,0.5,0.35,0.0,0.7,0.33,0.82,0.45,0.66,0.7,0.47,0.81,1.0,0.0,1.0,0.0,0.64,0.68,0.64
38,106.7365894,-6.1697161,street_view_collage_38,,,,,,,0.58,0.32,0.32,0.5,0.58,0.63,0.4,0.79,0.71,0.0,0.09,0.0,0.29,0.0,0.0,0.0,0.2,0.0,0.76,0.09,0.39,0.82,0.44,0.53,1.0,0.0,1.0,0.0,0.48,0.6,0.42
380,106.7478142,-6.1626236,street_view_collage_380,,,route_2,35.0,route_3,22.0,0.54,0.38,0.42,0.58,0.54,0.4,0.54,0.68,0.4,0.33,0.11,0.0,0.43,0.5,0.3,0.4,0.2,0.5,0.6,0.33,0.93,0.86,0.58,0.2,1.0,0.0,1.0,0.0,0.39,0.9,0.46
381,106.737695,-6.1784862,street_view_collage_381,,,,,,,0.38,0.38,0.31,0.53,0.38,0.68,0.55,0.43,0.75,0.33,0.0,0.0,0.14,0.5,0.0,0.0,0.0,0.0,0.67,0.1,0.41,0.67,0.55,0.81,1.0,0.0,1.0,0.0,0.68,0.54,0.38
382,106.7398324,-6.1803974,street_view_collage_382,route_1,15.0,,,,,0.24,0.3,0.27,0.52,0.24,0.44,0.64,0.24,0.41,0.0,0.07,0.0,0.43,0.5,0.0,0.0,0.0,0.0,0.52,0.22,0.11,0.76,0.64,0.84,1.0,0.0,1.0,0.0,0.74,0.44,0.37
383,106.7352431,-6.1652689,street_view_collage_383,,,,,,,0.38,0.2,0.39,0.56,0.38,0.12,0.34,0.7,0.17,0.0,0.01,0.0,0.0,0.5,0.5,0.0,0.7,0.17,0.68,0.31,0.81,0.87,0.31,0.39,1.0,0.0,1.0,0.0,0.35,0.84,0.5
384,106.743099,-6.1610302,street_view_collage_384,,,,,route_3,18.0,0.32,0.25,0.36,0.65,0.32,0.1,0.75,0.44,0.13,0.17,0.06,0.0,0.57,0.0,0.35,0.4,0.2,0.17,0.76,0.79,0.82,0.86,0.44,0.21,1.0,0.0,1.0,0.0,0.32,0.84,0.78
385,106.7471784,-6.1711151,street_view_collage_385,,,,,,,0.64,0.35,0.32,0.67,0.64,0.67,0.25,0.63,0.67,0.17,0.0,0.0,0.29,0.5,0.05,0.0,0.0,0.17,0.32,0.86,0.79,0.81,0.8,0.45,1.0,0.0,1.0,0.0,0.62,0.8,0.59
